method,policy,checkpoint,repeat,average_query_shots,low_shots,high_shots,offline_quantum_shots,weight_low,weight_high,mae_F_e,rmse_F_e,bias_F_e,pearson
adaptive_hybrid,disagreement,bidir_seed3,3,64,32,96,8192,0.037886176924876724,0.78193432435674,0.058638219626938624,0.07871951791177491,0.011575887428635917,0.919842873234436
adaptive_dfe,disagreement,bidir_seed3,3,64,32,96,0,,,0.06884170489856313,0.08886208471510128,-0.000280306647438064,0.9109416041809477
adaptive_hybrid,combined,bidir_seed3,3,64,32,96,8192,0.015119012482623694,0.8400387067702755,0.05642873929766773,0.07490963359479948,0.004665944678349198,0.9271199801599763
adaptive_dfe,combined,bidir_seed3,3,64,32,96,0,,,0.06851586346913661,0.08808556001109666,0.0025460409054719906,0.9134364999372945
fixed_hybrid,fixed,bidir_seed3,4,32,32,32,6144,0.42057814967901536,0.42057814967901536,0.06549331856291249,0.08351422682843473,0.013908039831220041,0.9109905199554601
adaptive_hybrid,random,bidir_seed3,4,32,16,48,6144,0.337232913617383,0.6712171629269973,0.06633744376545088,0.08494783989237462,0.009685257537969102,0.9046720622080788
adaptive_dfe,random,bidir_seed3,4,32,16,48,0,,,0.10276403724679121,0.13297562876170171,-0.0017477338961153133,0.8292751881792337
adaptive_hybrid,width,bidir_seed3,4,32,16,48,6144,0.26786320242711514,0.5723571672918399,0.06398764691888223,0.08308412631514787,0.011567235089315547,0.9111221095088715
adaptive_dfe,width,bidir_seed3,4,32,16,48,0,,,0.1021529098303752,0.1312396908952333,-0.00020796868447510398,0.8323408248903718
adaptive_hybrid,disagreement,bidir_seed3,4,32,16,48,6144,0.28272871355392065,0.6882879738954136,0.06413852380124829,0.08263210183557324,0.010193865484472259,0.9102868627093802
adaptive_dfe,disagreement,bidir_seed3,4,32,16,48,0,,,0.09099594005211084,0.11592898381948308,0.003946297188540771,0.8553808915554479
adaptive_hybrid,combined,bidir_seed3,4,32,16,48,6144,0.2731218965126567,0.5213385575617348,0.06421239348732195,0.08225954795706443,0.009573017663129771,0.9123253071452844
adaptive_dfe,combined,bidir_seed3,4,32,16,48,0,,,0.09634391552948507,0.12200818375563958,0.0009081027440963245,0.8505306061460576
fixed_hybrid,fixed,bidir_seed3,4,64,64,64,8192,0.7075348194976278,0.7075348194976278,0.05356254889691268,0.06698186192788122,0.007728621915541734,0.9418910122848476
adaptive_hybrid,random,bidir_seed3,4,64,32,96,8192,0.5044907267317129,0.7798314814310315,0.05495522135145496,0.07037386292537882,0.007093933176385731,0.9354783521932865
adaptive_dfe,random,bidir_seed3,4,64,32,96,0,,,0.07181902714972951,0.09414618270345741,-0.0003681456024645188,0.9013506844524243
adaptive_hybrid,width,bidir_seed3,4,64,32,96,8192,0.41531602620855385,0.8643734162735868,0.05277318451060276,0.06906908668598928,0.00913361423434552,0.9385592751431059
adaptive_dfe,width,bidir_seed3,4,64,32,96,0,,,0.07028846240728089,0.09129374952975099,0.004437161937218021,0.9092040850044394
adaptive_hybrid,disagreement,bidir_seed3,4,64,32,96,8192,0.5219444162288007,0.9228510027603989,0.055564645470404274,0.0705261747602785,0.0031407937806126845,0.9350918048112313
adaptive_dfe,disagreement,bidir_seed3,4,64,32,96,0,,,0.06900383497923417,0.08886593898863217,-0.0007866723881788044,0.9090348695042306
adaptive_hybrid,combined,bidir_seed3,4,64,32,96,8192,0.6133198916333951,0.7968517833910778,0.056311755131131284,0.07110176715585241,0.004271223567960871,0.9337738825524953
adaptive_dfe,combined,bidir_seed3,4,64,32,96,0,,,0.07063112888428526,0.0909646306918493,0.000365568021874106,0.9068393842986393
fixed_hybrid,fixed,bidir_seed4,0,32,32,32,6144,0.5511061558648312,0.5511061558648312,0.06470826695588947,0.08166842213080171,0.009857690204907605,0.9129120765637464
adaptive_hybrid,random,bidir_seed4,0,32,16,48,6144,0.2762767311942618,0.8440674643302432,0.06737325776075079,0.08701551338263563,0.01056024509000348,0.9017477917499643
adaptive_dfe,random,bidir_seed4,0,32,16,48,0,,,0.10002995722202791,0.1298328883174072,-0.0017787358802422973,0.83705839314225
adaptive_hybrid,width,bidir_seed4,0,32,16,48,6144,0.6253818368360732,0.6600628935963343,0.07319328990338783,0.0931633522696996,0.009627062760789508,0.8910906928738686
adaptive_dfe,width,bidir_seed4,0,32,16,48,0,,,0.10218212551809355,0.13161551588351753,0.0014868064478000278,0.8356211867996538
adaptive_hybrid,disagreement,bidir_seed4,0,32,16,48,6144,0.49487083067942345,0.7349905245933845,0.06499842977327634,0.08268234907443224,0.008754325436232321,0.911481167600471
adaptive_dfe,disagreement,bidir_seed4,0,32,16,48,0,,,0.08905425340198375,0.1125300136159518,0.001600480389598972,0.8649294275139178
adaptive_hybrid,combined,bidir_seed4,0,32,16,48,6144,0.3021495099314493,0.7401483899566185,0.06150933901916841,0.07940171459053222,0.009700929945794788,0.9177130419976708
adaptive_dfe,combined,bidir_seed4,0,32,16,48,0,,,0.09458922779571916,0.1197252201774261,0.003801621262614844,0.8525563868964262
fixed_hybrid,fixed,bidir_seed4,0,64,64,64,8192,0.6627430904173847,0.6627430904173847,0.05219881387131864,0.06572696954273385,0.006379501885393152,0.9439011205830615
adaptive_hybrid,random,bidir_seed4,0,64,32,96,8192,0.49189424154780703,0.6857590531538142,0.05491571129181938,0.06923329113237814,0.010104980292038638,0.9383668519421622
adaptive_dfe,random,bidir_seed4,0,64,32,96,0,,,0.07192867570039299,0.09321871220557758,0.0004482399795460638,0.9038871776133094
adaptive_hybrid,width,bidir_seed4,0,64,32,96,8192,0.522643907405242,0.7726934568498823,0.05386853236959824,0.06901193401960055,0.007719588816186879,0.9382480478422467
adaptive_dfe,width,bidir_seed4,0,64,32,96,0,,,0.07250945313055089,0.09391802404975767,-0.002238598644792561,0.9045139056645856
adaptive_hybrid,disagreement,bidir_seed4,0,64,32,96,8192,0.565486971818373,0.9890033130869028,0.05650520943464726,0.0717918760949076,0.003128428817680369,0.9350950065071412
adaptive_dfe,disagreement,bidir_seed4,0,64,32,96,0,,,0.06835704831537057,0.08836573341595354,0.00016405512504870853,0.911850879744717
adaptive_hybrid,combined,bidir_seed4,0,64,32,96,8192,0.3476199772553251,0.821495699764193,0.050532073048528664,0.06579547035254062,0.007024318758499526,0.9438775228426285
adaptive_dfe,combined,bidir_seed4,0,64,32,96,0,,,0.06976581324463484,0.0904166739670852,0.002737219807588392,0.9080343464325512
fixed_hybrid,fixed,bidir_seed4,1,32,32,32,6144,0.3517977430371202,0.3517977430371202,0.06583946832021213,0.08483698972438805,0.007096109279276499,0.9050317140208733
adaptive_hybrid,random,bidir_seed4,1,32,16,48,6144,0.12152615540395034,0.49600327256896504,0.06732028414823694,0.08886053304547023,0.008013620723480476,0.8950281393683072
adaptive_dfe,random,bidir_seed4,1,32,16,48,0,,,0.10093762281119192,0.12999930078168717,0.004059971130339714,0.8366636257624115
adaptive_hybrid,width,bidir_seed4,1,32,16,48,6144,0.1126528592552422,0.707635255321351,0.06270874380441538,0.08450634931157533,0.006993069064000211,0.9054923611496418
adaptive_dfe,width,bidir_seed4,1,32,16,48,0,,,0.10167529872463396,0.13124141261269565,0.001590146394889977,0.838285259486069
adaptive_hybrid,disagreement,bidir_seed4,1,32,16,48,6144,0.3247154369101554,0.4567849573960182,0.06472267279409266,0.08321139562071535,0.006339430457786926,0.9084531532079447
adaptive_dfe,disagreement,bidir_seed4,1,32,16,48,0,,,0.09062746900784237,0.11387940609007761,0.0007530928234614057,0.86229202211172
adaptive_hybrid,combined,bidir_seed4,1,32,16,48,6144,0.15015692622602578,0.6091604175010178,0.060130660551816706,0.07757158856302238,0.003155714352497909,0.9211753172259698
adaptive_dfe,combined,bidir_seed4,1,32,16,48,0,,,0.09408241310698921,0.1191766742903153,0.003491601421345003,0.8585430716893271
fixed_hybrid,fixed,bidir_seed4,1,64,64,64,8192,0.6829584038879286,0.6829584038879286,0.05248360035217325,0.06540992150479452,0.003980343642205772,0.9441809909713544
adaptive_hybrid,random,bidir_seed4,1,64,32,96,8192,0.2680431581483076,0.6605252324490912,0.0576667079608571,0.07554987669648772,0.006242693231241818,0.9256399373473636
adaptive_dfe,random,bidir_seed4,1,64,32,96,0,,,0.07119209576329148,0.09146705517052517,0.0008512657731968566,0.90782822007562
adaptive_hybrid,width,bidir_seed4,1,64,32,96,8192,0.27192727403961975,0.7267812251143303,0.05366010534695715,0.07141722561354075,0.006385113812717535,0.9347089902443938
adaptive_dfe,width,bidir_seed4,1,64,32,96,0,,,0.07214373817960561,0.09418488942205394,0.0007840948075883914,0.9048582441313491
adaptive_hybrid,disagreement,bidir_seed4,1,64,32,96,8192,0.37201611334053164,0.6853763485584613,0.05369259865460031,0.06915033158464819,0.002537697894825614,0.9376161307164627
adaptive_dfe,disagreement,bidir_seed4,1,64,32,96,0,,,0.06780028589520722,0.08704539444198972,-0.0030188152453216608,0.9133637551777652
adaptive_hybrid,combined,bidir_seed4,1,64,32,96,8192,0.5700432319519834,0.6921166169104473,0.05359346791109769,0.06767858417331192,0.0029200697723777355,0.9399231046503165
adaptive_dfe,combined,bidir_seed4,1,64,32,96,0,,,0.06712829275672673,0.08677843456886422,-0.00010462873738515348,0.9157535450781233
fixed_hybrid,fixed,bidir_seed4,2,32,32,32,6144,0.3890895563992634,0.3890895563992634,0.06795737026676986,0.0854570574297309,0.010646721220115283,0.9124628011629319
adaptive_hybrid,random,bidir_seed4,2,32,16,48,6144,0.20078898087168737,0.31225628923363474,0.07455300973569667,0.09399411017108444,0.012070675042898717,0.8981697974434186
adaptive_dfe,random,bidir_seed4,2,32,16,48,0,,,0.10275023767019982,0.13214663841681784,-0.0037215268855333027,0.835088847384395
adaptive_hybrid,width,bidir_seed4,2,32,16,48,6144,0.19670900776907066,0.500854047898403,0.07048104638707262,0.08853381715260247,0.007197723011379557,0.908289106252716
adaptive_dfe,width,bidir_seed4,2,32,16,48,0,,,0.09893539969725584,0.12851034620208335,9.171716208574235e-05,0.8417455085784058
adaptive_hybrid,disagreement,bidir_seed4,2,32,16,48,6144,0.0655675695558935,0.4874986997167621,0.07173061795327479,0.0897360072026378,0.009358150902099382,0.9043820320616838
adaptive_dfe,disagreement,bidir_seed4,2,32,16,48,0,,,0.09504415288631603,0.12033783225057261,-0.0019027438167502353,0.8428111717605453
adaptive_hybrid,combined,bidir_seed4,2,32,16,48,6144,0.1535919024516515,0.6526434525717413,0.06961311389541001,0.08604550768513915,7.701216043517659e-05,0.9073098905724621
adaptive_dfe,combined,bidir_seed4,2,32,16,48,0,,,0.09734193613523588,0.12455324789139685,0.0002053911038846849,0.8411371239250013
fixed_hybrid,fixed,bidir_seed4,2,64,64,64,8192,0.6833364432788946,0.6833364432788946,0.05386810005549036,0.06726446474339887,0.005091448028727056,0.9417131806053176
adaptive_hybrid,random,bidir_seed4,2,64,32,96,8192,0.4054043549705522,0.6620236793980155,0.05744348098105512,0.0728328600233407,0.009583024300993706,0.9364539847028526
adaptive_dfe,random,bidir_seed4,2,64,32,96,0,,,0.0711781347334316,0.09269077736551615,0.002308359027165111,0.9065018012107251
adaptive_hybrid,width,bidir_seed4,2,64,32,96,8192,0.5047768563542626,0.669284803632241,0.05658455338217949,0.0717646733556199,0.00463132448009475,0.9357574980346464
adaptive_dfe,width,bidir_seed4,2,64,32,96,0,,,0.07223487264912812,0.09313264864324604,-0.0007091674278613438,0.9050289013398942
adaptive_hybrid,disagreement,bidir_seed4,2,64,32,96,8192,0.28575308806822974,0.6708250690024924,0.05827483087939356,0.0736435148141767,0.00598198369481423,0.9353197670918416
adaptive_dfe,disagreement,bidir_seed4,2,64,32,96,0,,,0.06889440509288636,0.08867304161124746,-0.00025447166066557665,0.9098695044243147
adaptive_hybrid,combined,bidir_seed4,2,64,32,96,8192,0.32082917825278867,0.6714686818106315,0.057765070011437464,0.0724461997352813,0.002156893105145226,0.9380927136395009
adaptive_dfe,combined,bidir_seed4,2,64,32,96,0,,,0.0703834092229723,0.08990061965155915,0.0012232895827206673,0.9117670013559681
fixed_hybrid,fixed,bidir_seed4,3,32,32,32,6144,0.4460077644010071,0.4460077644010071,0.06465126181581106,0.08244848758615825,0.015406063725702702,0.9135850885217108
adaptive_hybrid,random,bidir_seed4,3,32,16,48,6144,0.07239721229938031,0.689115618150066,0.07109820213582639,0.09500817645272343,0.01714461058107797,0.8817172277569323
adaptive_dfe,random,bidir_seed4,3,32,16,48,0,,,0.10102524847302231,0.1294208322190825,-0.00010462873738515505,0.8387349590259305
adaptive_hybrid,width,bidir_seed4,3,32,16,48,6144,0.14399659183382682,0.5528720841162349,0.06400442999578322,0.087033973151712,0.017516710173279104,0.9045242890198304
adaptive_dfe,width,bidir_seed4,3,32,16,48,0,,,0.0989514768576969,0.12617777509407782,0.005258714516583097,0.8488525918094625
adaptive_hybrid,disagreement,bidir_seed4,3,32,16,48,6144,0.2690080999549759,0.5833544926338381,0.06431614749874531,0.08318809582735893,0.015109354022994702,0.9113114846908396
adaptive_dfe,disagreement,bidir_seed4,3,32,16,48,0,,,0.09196355702754642,0.11571690422597206,0.0027165518181704,0.8577122771778493
adaptive_hybrid,combined,bidir_seed4,3,32,16,48,6144,0.0745049147353924,0.518949757600025,0.06383439937613039,0.08316498221319721,0.013032153002479131,0.9130514804213723
adaptive_dfe,combined,bidir_seed4,3,32,16,48,0,,,0.09824663367265316,0.1247624494681995,0.004928026685895266,0.8480509679725937
fixed_hybrid,fixed,bidir_seed4,3,64,64,64,8192,0.5764704304516861,0.5764704304516861,0.053139427496231524,0.06775834531948628,0.010143010078721398,0.9421823235747099
adaptive_hybrid,random,bidir_seed4,3,64,32,96,8192,0.32247539032650957,0.8738032408383389,0.056527922405403226,0.0738887722474136,0.010976091999234747,0.9294633863499885
adaptive_dfe,random,bidir_seed4,3,64,32,96,0,,,0.07094137971634391,0.09229419830793947,-0.0003888135918825078,0.9072451371297102
adaptive_hybrid,width,bidir_seed4,3,64,32,96,8192,0.04531436060792939,0.7821152880040771,0.05935430327072575,0.08518112911989877,0.014854223319049866,0.9070700889109807
adaptive_dfe,width,bidir_seed4,3,64,32,96,0,,,0.07231147389208513,0.09338720918087179,0.003372760482191566,0.9060503290603119
adaptive_hybrid,disagreement,bidir_seed4,3,64,32,96,8192,0.18550423609304073,0.7996788743039113,0.05443198060378838,0.07232888877638302,0.010739683488453979,0.9327498245982039
adaptive_dfe,disagreement,bidir_seed4,3,64,32,96,0,,,0.06834733606286583,0.08806863628350038,-0.0005748254966444122,0.9134044157948974
adaptive_hybrid,combined,bidir_seed4,3,64,32,96,8192,0.13093388610841325,0.8835694446496932,0.05324545011325916,0.07061665096675056,0.0062453768918901125,0.935282995562399
adaptive_dfe,combined,bidir_seed4,3,64,32,96,0,,,0.06887740896221389,0.08853420818521902,0.004969362664731249,0.9135235419504649
fixed_hybrid,fixed,bidir_seed4,4,32,32,32,6144,0.4028213504366279,0.4028213504366279,0.06519716345134766,0.08363924299253,0.014601340459349292,0.9110016781355456
adaptive_hybrid,random,bidir_seed4,4,32,16,48,6144,0.5466712984650026,0.8988899108841623,0.07501346963895823,0.09424745717860544,0.005571992949516219,0.8887103124342856
adaptive_dfe,random,bidir_seed4,4,32,16,48,0,,,0.10280657471798203,0.13178602520142413,-0.0004146485786549963,0.8314332804868372
adaptive_hybrid,width,bidir_seed4,4,32,16,48,6144,0.25231379983105484,0.5578029706284551,0.06450295074066834,0.08449747583116447,0.01341091180990261,0.9080600640787613
adaptive_dfe,width,bidir_seed4,4,32,16,48,0,,,0.10339991068381264,0.1336933093410701,0.0027992237758423565,0.8294074343165229
adaptive_hybrid,disagreement,bidir_seed4,4,32,16,48,6144,0.16017688139885847,0.6115205590531467,0.06484103948245903,0.08349345023864364,0.011954032932169437,0.9092603720987174
adaptive_dfe,disagreement,bidir_seed4,4,32,16,48,0,,,0.09421853797458526,0.11921027689042525,0.0025718758922444744,0.8481475485521357
adaptive_hybrid,combined,bidir_seed4,4,32,16,48,6144,0.4659437500867434,0.5684581318286022,0.06767196728013943,0.08536127816753436,0.011151610958583628,0.9041171179249723
adaptive_dfe,combined,bidir_seed4,4,32,16,48,0,,,0.09647042415641918,0.12194978199360668,0.003791287267905848,0.8464541569152105
fixed_hybrid,fixed,bidir_seed4,4,64,64,64,8192,0.6911300275488441,0.6911300275488441,0.05331024458839634,0.06675656934549248,0.008240510426577608,0.94240309047495
adaptive_hybrid,random,bidir_seed4,4,64,32,96,8192,0.4521098187063219,0.7530598822655208,0.05594991524217866,0.07169330885009127,0.008532800782793091,0.9334360288442018
adaptive_dfe,random,bidir_seed4,4,64,32,96,0,,,0.07223840907558543,0.09378504587820498,-0.000285473644792561,0.9014747149166116
adaptive_hybrid,width,bidir_seed4,4,64,32,96,8192,0.5404276631920365,0.6329234641739317,0.0566120488875928,0.07189994112289172,0.009959594493316836,0.9334649920777035
adaptive_dfe,width,bidir_seed4,4,64,32,96,0,,,0.07263167039491236,0.09430266089084925,0.0017709913022973865,0.9018958146895237
adaptive_hybrid,disagreement,bidir_seed4,4,64,32,96,8192,0.22573388875686343,0.9393511739007537,0.05680227004686942,0.07390818341858311,0.006942574570244875,0.9285207194868411
adaptive_dfe,disagreement,bidir_seed4,4,64,32,96,0,,,0.06912313150328206,0.08818777838913508,0.004116808101239185,0.9110966864225069
adaptive_hybrid,combined,bidir_seed4,4,64,32,96,8192,0.5364300021362849,0.7555372907780423,0.05325399180152369,0.06762443711685048,0.006480989194982048,0.9405456481916272
adaptive_dfe,combined,bidir_seed4,4,64,32,96,0,,,0.06943895040934897,0.08884497396127386,0.0019156672282233129,0.9107906161611177
