model,n_calib,shots_per_label,total_calibration_shots,repeat,mae_noisy_calibration,mae_exact_calibration,calibration_noise_penalty
bidir_seed2,32,128,4096,0,0.09107551002449256,0.08815827118460912,0.002917238839883443
bidir_seed3,32,128,4096,0,0.09081481899156464,0.08811942765793149,0.002695391333633154
bidir_seed4,32,128,4096,0,0.09077510469729064,0.08773175903834711,0.0030433456589435276
bidir_seed0,64,128,8192,0,0.08413258517087172,0.08606220456904624,-0.0019296193981745285
bidir_seed1,64,128,8192,0,0.08673291950012922,0.08889471167863064,-0.0021617921785014177
bidir_seed2,64,128,8192,0,0.08400298390996003,0.08601845437757337,-0.0020154704676133423
bidir_seed3,64,128,8192,0,0.08438292838909801,0.0865502101432856,-0.0021672817541875805
bidir_seed4,64,128,8192,0,0.0834091883420856,0.08536095832382512,-0.001951769981739515
bidir_seed0,128,128,16384,0,0.08597994164591281,0.08804321046293469,-0.002063268817021874
bidir_seed1,128,128,16384,0,0.08863872540934399,0.09074105885602228,-0.0021023334466782895
bidir_seed2,128,128,16384,0,0.08585308768864706,0.08796645626239247,-0.0021133685737454028
bidir_seed3,128,128,16384,0,0.08615648772617993,0.08834326005394762,-0.0021867723277676915
bidir_seed4,128,128,16384,0,0.08505950901583924,0.08711874052689295,-0.002059231511053708
bidir_seed0,16,128,2048,1,0.10205291989937204,0.09299630234517299,0.00905661755419905
bidir_seed1,16,128,2048,1,0.10296906088493644,0.0950429130130158,0.007926147871920641
bidir_seed2,16,128,2048,1,0.10119265538103003,0.09255976679808248,0.008632888582947557
bidir_seed3,16,128,2048,1,0.1012409085224831,0.09357931645298719,0.007661592069495918
bidir_seed4,16,128,2048,1,0.10075369715142571,0.09212245739356438,0.008631239757861328
bidir_seed0,32,128,4096,1,0.08978646722139665,0.08852378859881133,0.0012626786225853198
bidir_seed1,32,128,4096,1,0.09243373600971982,0.09139386858769387,0.0010398674220259557
bidir_seed2,32,128,4096,1,0.08928317896395623,0.08815827118460912,0.001124907779347109
bidir_seed3,32,128,4096,1,0.08906410976887205,0.08811942765793149,0.0009446821109405645
bidir_seed4,32,128,4096,1,0.0889395176723614,0.08773175903834711,0.0012077586340142887
bidir_seed0,64,128,8192,1,0.08502946822995372,0.08606220456904624,-0.0010327363390925243
bidir_seed1,64,128,8192,1,0.08781886890498104,0.08889471167863064,-0.0010758427736495962
bidir_seed2,64,128,8192,1,0.08492866183802102,0.08601845437757337,-0.0010897925395523533
bidir_seed3,64,128,8192,1,0.08532869132586672,0.0865502101432856,-0.0012215188174188735
bidir_seed4,64,128,8192,1,0.08431344442632241,0.08536095832382512,-0.001047513897502711
bidir_seed0,128,128,16384,1,0.08618613656207792,0.08804321046293469,-0.001857073900856765
bidir_seed1,128,128,16384,1,0.08883019910793129,0.09074105885602228,-0.0019108597480909928
bidir_seed2,128,128,16384,1,0.08610121612182983,0.08796645626239247,-0.001865240140562635
bidir_seed3,128,128,16384,1,0.08636383194268162,0.08834326005394762,-0.0019794281112660017
bidir_seed4,128,128,16384,1,0.08527001501042755,0.08711874052689295,-0.0018487255164653937
bidir_seed0,16,128,2048,2,0.08823808224024685,0.09299630234517299,-0.004758220104926145
bidir_seed1,16,128,2048,2,0.09078614874360644,0.0950429130130158,-0.004256764269409366
bidir_seed2,16,128,2048,2,0.08813347564257787,0.09255976679808248,-0.004426291155504608
bidir_seed3,16,128,2048,2,0.08886027637331018,0.09357931645298719,-0.004719040079677009
bidir_seed4,16,128,2048,2,0.08767085998591286,0.09212245739356438,-0.004451597407651525
bidir_seed0,32,128,4096,2,0.08756217218656372,0.08852378859881133,-0.0009616164122476095
bidir_seed1,32,128,4096,2,0.09038436238590226,0.09139386858769387,-0.0010095062017916046
bidir_seed2,32,128,4096,2,0.08724714187804478,0.08815827118460912,-0.00091112930656434
bidir_seed3,32,128,4096,2,0.0871260070251597,0.08811942765793149,-0.0009934206327717882
bidir_seed4,32,128,4096,2,0.08683759474324987,0.08773175903834711,-0.0008941642950972412
bidir_seed0,64,128,8192,2,0.08507772223238892,0.08606220456904624,-0.0009844823366573219
bidir_seed1,64,128,8192,2,0.08787112759317774,0.08889471167863064,-0.0010235840854529027
bidir_seed2,64,128,8192,2,0.08510623737062192,0.08601845437757337,-0.0009122170069514463
bidir_seed3,64,128,8192,2,0.08552876899027748,0.0865502101432856,-0.001021441153008118
bidir_seed4,64,128,8192,2,0.08443999066004194,0.08536095832382512,-0.000920967663783176
bidir_seed0,128,128,16384,2,0.08486958876792905,0.08804321046293469,-0.003173621695005638
bidir_seed1,128,128,16384,2,0.08751850774962985,0.09074105885602228,-0.0032225511063924267
bidir_seed2,128,128,16384,2,0.0848488835580103,0.08796645626239247,-0.0031175727043821627
bidir_seed3,128,128,16384,2,0.08511720309434415,0.08834326005394762,-0.003226056959603471
bidir_seed4,128,128,16384,2,0.08405610353483052,0.08711874052689295,-0.003062636992062426
bidir_seed0,16,128,2048,3,0.09499653420908338,0.09299630234517299,0.0020002318639103928
bidir_seed1,16,128,2048,3,0.09660254774831474,0.0950429130130158,0.001559634735298937
bidir_seed2,16,128,2048,3,0.09440191994880844,0.09255976679808248,0.0018421531507259586
bidir_seed3,16,128,2048,3,0.09530943031083441,0.09357931645298719,0.0017301138578472292
bidir_seed4,16,128,2048,3,0.09398866033792719,0.09212245739356438,0.0018662029443628075
bidir_seed0,32,128,4096,3,0.08837910471919833,0.08852378859881133,-0.0001446838796130001
bidir_seed1,32,128,4096,3,0.09105483108808196,0.09139386858769387,-0.00033903749961190777
bidir_seed2,32,128,4096,3,0.0879907689178103,0.08815827118460912,-0.00016750226679881908
bidir_seed3,32,128,4096,3,0.08789184742081314,0.08811942765793149,-0.00022758023711834385
bidir_seed4,32,128,4096,3,0.08758346732605442,0.08773175903834711,-0.0001482917122926919
bidir_seed0,64,128,8192,3,0.08498903883477492,0.08606220456904624,-0.0010731657342713252
bidir_seed1,64,128,8192,3,0.08773965327924094,0.08889471167863064,-0.0011550583993897023
bidir_seed2,64,128,8192,3,0.08497922505090794,0.08601845437757337,-0.0010392293266654334
bidir_seed3,64,128,8192,3,0.08546321196852112,0.0865502101432856,-0.0010869981747644725
bidir_seed4,64,128,8192,3,0.08428582314212874,0.08536095832382512,-0.001075135181696385
bidir_seed0,128,128,16384,3,0.08702305026551249,0.08804321046293469,-0.0010201601974221958
bidir_seed1,128,128,16384,3,0.08969256242749248,0.09074105885602228,-0.0010484964285298048
bidir_seed2,128,128,16384,3,0.08691601966314044,0.08796645626239247,-0.0010504365992520248
bidir_seed3,128,128,16384,3,0.08727731220908896,0.08834326005394762,-0.001065947844858653
bidir_seed4,128,128,16384,3,0.08606847342831238,0.08711874052689295,-0.0010502670985805679
bidir_seed0,16,128,2048,4,0.09145315695689235,0.09299630234517299,-0.0015431453882806395
bidir_seed1,16,128,2048,4,0.09355407104330242,0.0950429130130158,-0.0014888419697133837
bidir_seed2,16,128,2048,4,0.09098835371406783,0.09255976679808248,-0.00157141308401465
bidir_seed3,16,128,2048,4,0.09184337936187693,0.09357931645298719,-0.0017359370911102512
bidir_seed4,16,128,2048,4,0.09052539243417264,0.09212245739356438,-0.0015970649593917419
bidir_seed0,32,128,4096,4,0.08706864323424592,0.08852378859881133,-0.0014551453645654105
bidir_seed1,32,128,4096,4,0.08988622483598784,0.09139386858769387,-0.0015076437517060337
bidir_seed2,32,128,4096,4,0.08677984565706356,0.08815827118460912,-0.0013784255275455515
bidir_seed3,32,128,4096,4,0.086685806807801,0.08811942765793149,-0.0014336208501304903
bidir_seed4,32,128,4096,4,0.08635181870900328,0.08773175903834711,-0.0013799403293438262
bidir_seed0,64,128,8192,4,0.0854061624271109,0.08606220456904624,-0.0006560421419353479
bidir_seed1,64,128,8192,4,0.08831761614095325,0.08889471167863064,-0.0005770955376773884
bidir_seed2,64,128,8192,4,0.08541263882846216,0.08601845437757337,-0.0006058155491112105
bidir_seed3,64,128,8192,4,0.0858177802178417,0.0865502101432856,-0.0007324299254438948
bidir_seed4,64,128,8192,4,0.08473013426931425,0.08536095832382512,-0.0006308240545108701
bidir_seed0,128,128,16384,4,0.08606317150065511,0.08804321046293469,-0.001980038962279579
bidir_seed1,128,128,16384,4,0.08880123890788161,0.09074105885602228,-0.0019398199481406725
bidir_seed2,128,128,16384,4,0.08608508808591073,0.08796645626239247,-0.0018813681764817403
bidir_seed3,128,128,16384,4,0.08643028801584912,0.08834326005394762,-0.0019129720380984955
bidir_seed4,128,128,16384,4,0.08525717690281562,0.08711874052689295,-0.0018615636240773281
bidir_seed0,16,512,8192,0,0.09239776061894617,0.09299630234517299,-0.0005985417262268228
bidir_seed1,16,512,8192,0,0.09430913694708372,0.0950429130130158,-0.0007337760659320847
bidir_seed2,16,512,8192,0,0.0919444792141065,0.09255976679808248,-0.0006152875839759708
bidir_seed3,16,512,8192,0,0.09284860650545702,0.09357931645298719,-0.0007307099475301615
bidir_seed4,16,512,8192,0,0.09150741269094387,0.09212245739356438,-0.0006150447026205125
bidir_seed0,32,512,16384,0,0.0884606871345812,0.08852378859881133,-6.310146423012253e-05
bidir_seed1,32,512,16384,0,0.09112742137486719,0.09139386858769387,-0.00026644721282667594
bidir_seed2,32,512,16384,0,0.08805934803412303,0.08815827118460912,-9.892315048608269e-05
bidir_seed3,32,512,16384,0,0.08794449660026062,0.08811942765793149,-0.00017493105767087125
bidir_seed4,32,512,16384,0,0.08766444685563823,0.08773175903834711,-6.731218270887573e-05
bidir_seed0,64,512,32768,0,0.08487137594303573,0.08606220456904624,-0.0011908286260105122
bidir_seed1,64,512,32768,0,0.08759492737700221,0.08889471167863064,-0.0012997843016284288
bidir_seed2,64,512,32768,0,0.08483967915246184,0.08601845437757337,-0.0011787752251115335
bidir_seed3,64,512,32768,0,0.08531536245002562,0.0865502101432856,-0.0012348476932599745
bidir_seed4,64,512,32768,0,0.08418854629261958,0.08536095832382512,-0.0011724120312055358
bidir_seed0,128,512,65536,0,0.08767846256170728,0.08804321046293469,-0.00036474790122741074
bidir_seed1,128,512,65536,0,0.09037453892741255,0.09074105885602228,-0.0003665199286097265
bidir_seed2,128,512,65536,0,0.08756818362806963,0.08796645626239247,-0.00039827263432283544
bidir_seed3,128,512,65536,0,0.087906927869062,0.08834326005394762,-0.0004363321848856183
bidir_seed4,128,512,65536,0,0.08674627829398714,0.08711874052689295,-0.0003724622329058097
bidir_seed0,16,512,8192,1,0.0952026183556664,0.09299630234517299,0.0022063160104934115
bidir_seed1,16,512,8192,1,0.09660430536737073,0.0950429130130158,0.001561392354354929
bidir_seed2,16,512,8192,1,0.09451592801873866,0.09255976679808248,0.0019561612206561857
bidir_seed3,16,512,8192,1,0.09520950668500451,0.09357931645298719,0.0016301902320173256
bidir_seed4,16,512,8192,1,0.09408156662834624,0.09212245739356438,0.001959109234781861
bidir_seed0,32,512,16384,1,0.08876973763877787,0.08852378859881133,0.0002459490399665393
bidir_seed1,32,512,16384,1,0.09145779996339631,0.09139386858769387,6.393137570244456e-05
bidir_seed2,32,512,16384,1,0.08837056964726579,0.08815827118460912,0.0002122984626566765
bidir_seed3,32,512,16384,1,0.08831709105689857,0.08811942765793149,0.0001976633989670823
bidir_seed4,32,512,16384,1,0.08796054006852445,0.08773175903834711,0.00022878103017734408
bidir_seed0,64,512,32768,1,0.0854076625425168,0.08606220456904624,-0.0006545420265294394
bidir_seed1,64,512,32768,1,0.08814593125656393,0.08889471167863064,-0.0007487804220667055
bidir_seed2,64,512,32768,1,0.08537391172915257,0.08601845437757337,-0.0006445426484208011
bidir_seed3,64,512,32768,1,0.08593131208863389,0.0865502101432856,-0.0006188980546517064
bidir_seed4,64,512,32768,1,0.08474115476460227,0.08536095832382512,-0.0006198035592228507
bidir_seed0,128,512,65536,1,0.08810580520099655,0.08804321046293469,6.259473806186078e-05
bidir_seed1,128,512,65536,1,0.09078877482273912,0.09074105885602228,4.771596671683531e-05
bidir_seed2,128,512,65536,1,0.08803964518713665,0.08796645626239247,7.318892474418581e-05
bidir_seed3,128,512,65536,1,0.08845708225542846,0.08834326005394762,0.00011382220148084543
bidir_seed4,128,512,65536,1,0.0871888944459015,0.08711874052689295,7.015391900855317e-05
bidir_seed0,16,512,8192,2,0.09459527820448872,0.09299630234517299,0.0015989758593157322
bidir_seed1,16,512,8192,2,0.09664318994345943,0.0950429130130158,0.0016002769304436226
bidir_seed2,16,512,8192,2,0.09415183696473833,0.09255976679808248,0.0015920701666558568
bidir_seed3,16,512,8192,2,0.09540183881034073,0.09357931645298719,0.0018225223573535426
bidir_seed4,16,512,8192,2,0.09375782154815027,0.09212245739356438,0.001635364154585886
bidir_seed0,32,512,16384,2,0.08820143748648072,0.08852378859881133,-0.00032235111233060165
bidir_seed1,32,512,16384,2,0.0911474713978054,0.09139386858769387,-0.00024639718988847537
bidir_seed2,32,512,16384,2,0.0879134993178865,0.08815827118460912,-0.0002447718667226151
bidir_seed3,32,512,16384,2,0.08803645660806309,0.08811942765793149,-8.29710498684022e-05
bidir_seed4,32,512,16384,2,0.08746724610288963,0.08773175903834711,-0.0002645129354574838
bidir_seed0,64,512,32768,2,0.08826406259657459,0.08606220456904624,0.0022018580275283417
bidir_seed1,64,512,32768,2,0.09106114891025381,0.08889471167863064,0.0021664372316231723
bidir_seed2,64,512,32768,2,0.08815678545671,0.08601845437757337,0.002138331079136635
bidir_seed3,64,512,32768,2,0.08886421517138768,0.0865502101432856,0.002314005028102084
bidir_seed4,64,512,32768,2,0.0875439651689035,0.08536095832382512,0.0021830068450783835
bidir_seed0,128,512,65536,2,0.08918406732923159,0.08804321046293469,0.0011408568662969049
bidir_seed1,128,512,65536,2,0.0918126477338146,0.09074105885602228,0.0010715888777923233
bidir_seed2,128,512,65536,2,0.08907566929685601,0.08796645626239247,0.001109213034463541
bidir_seed3,128,512,65536,2,0.08951150031715807,0.08834326005394762,0.0011682402632104544
bidir_seed4,128,512,65536,2,0.0882757231137474,0.08711874052689295,0.0011569825868544548
bidir_seed0,16,512,8192,3,0.09191841005142376,0.09299630234517299,-0.0010778922937492302
bidir_seed1,16,512,8192,3,0.09384849105715029,0.0950429130130158,-0.0011944219558655128
bidir_seed2,16,512,8192,3,0.09150196275027009,0.09255976679808248,-0.0010578040478123885
bidir_seed3,16,512,8192,3,0.09258141342598507,0.09357931645298719,-0.0009979030270021172
bidir_seed4,16,512,8192,3,0.09105444470738784,0.09212245739356438,-0.0010680126861765393
bidir_seed0,32,512,16384,3,0.08697701929872485,0.08852378859881133,-0.001546769300086473
bidir_seed1,32,512,16384,3,0.08979454825280662,0.09139386858769387,-0.0015993203348872442
bidir_seed2,32,512,16384,3,0.08668808507650737,0.08815827118460912,-0.001470186108101748
bidir_seed3,32,512,16384,3,0.08670046605879161,0.08811942765793149,-0.001418961599139873
bidir_seed4,32,512,16384,3,0.08624057583875178,0.08773175903834711,-0.0014911831995953334
bidir_seed0,64,512,32768,3,0.08591532775223142,0.08606220456904624,-0.00014687681681482823
bidir_seed1,64,512,32768,3,0.08870660176246517,0.08889471167863064,-0.00018810991616546868
bidir_seed2,64,512,32768,3,0.08584821901003217,0.08601845437757337,-0.00017023536754119661
bidir_seed3,64,512,32768,3,0.0864373491876224,0.0865502101432856,-0.00011286095566319376
bidir_seed4,64,512,32768,3,0.08520566631395841,0.08536095832382512,-0.000155292009866706
bidir_seed0,128,512,65536,3,0.08777097124407846,0.08804321046293469,-0.00027223921885623226
bidir_seed1,128,512,65536,3,0.09046374738436413,0.09074105885602228,-0.0002773114716581454
bidir_seed2,128,512,65536,3,0.08767734428223431,0.08796645626239247,-0.00028911198015815764
bidir_seed3,128,512,65536,3,0.08807362522058249,0.08834326005394762,-0.0002696348333651316
bidir_seed4,128,512,65536,3,0.08685945539496166,0.08711874052689295,-0.00025928513193128333
bidir_seed0,16,512,8192,4,0.08904661927472474,0.09299630234517299,-0.003949683070448254
bidir_seed1,16,512,8192,4,0.09105318441275863,0.0950429130130158,-0.003989728600257175
bidir_seed2,16,512,8192,4,0.0886929036955127,0.09255976679808248,-0.0038668631025697703
bidir_seed3,16,512,8192,4,0.0894638338738048,0.09357931645298719,-0.004115482579182386
bidir_seed4,16,512,8192,4,0.0882248385511357,0.09212245739356438,-0.003897618842428674
bidir_seed0,32,512,16384,4,0.08687221079363973,0.08852378859881133,-0.0016515778051715974
bidir_seed1,32,512,16384,4,0.08938856475431757,0.09139386858769387,-0.0020053038333762985
bidir_seed2,32,512,16384,4,0.08653253434875652,0.08815827118460912,-0.001625736835852598
bidir_seed3,32,512,16384,4,0.0864379883351059,0.08811942765793149,-0.0016814393228255925
bidir_seed4,32,512,16384,4,0.08611739738130925,0.08773175903834711,-0.0016143616570378633
bidir_seed0,64,512,32768,4,0.08496427817197513,0.08606220456904624,-0.0010979263970711112
bidir_seed1,64,512,32768,4,0.08761177250414884,0.08889471167863064,-0.0012829391744818008
bidir_seed2,64,512,32768,4,0.08499433428076013,0.08601845437757337,-0.0010241200968132413
bidir_seed3,64,512,32768,4,0.08549681872724584,0.0865502101432856,-0.001053391416039759
bidir_seed4,64,512,32768,4,0.08427705356432928,0.08536095832382512,-0.0010839047594958379
bidir_seed0,128,512,65536,4,0.08760703600533701,0.08804321046293469,-0.0004361744575976795
bidir_seed1,128,512,65536,4,0.09029713822760717,0.09074105885602228,-0.00044392062841511204
bidir_seed2,128,512,65536,4,0.08754517481745244,0.08796645626239247,-0.00042128144494002484
bidir_seed3,128,512,65536,4,0.08790205619152777,0.08834326005394762,-0.000441203862419845
bidir_seed4,128,512,65536,4,0.08668772548593179,0.08711874052689295,-0.00043101504096115795
